% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=402735, Wed Aug 24 00:30:58 2022
1 9 -0.12309805271289456 -0.004928920285434276 0.009684834245219171 0.11311697795967944 1 1 1 1 1 1
2 18 -0.06676616318086825 -0.006567172261545042 0.01691909603195938 0.10174174716940232 1 1 1 1 1 1
3 27 -0.08165642602893365 -0.030318964994363515 0.005884834591315562 0.16709666319146096 1 1 1 1 1 1
4 36 -0.06104661316828177 -0.03302733608019065 0.005377240460430895 0.2284493985561306 1 1 1 1 1 1
5 45 -0.16798118276697746 -0.04630839499769309 0.013117229706408183 0.32888367658910156 1 1 1 1 1 1
6 54 -0.24947979399990033 -3.554017241528599e-05 0.06891015020127428 0.47805100479784013 1 1 1 1 1 1
7 63 -0.2767253127201461 -0.17253834484929287 0.011400304654021507 0.4893609591964083 1 1 1 1 1 1
8 72 -0.22971287513526076 -0.000230350350293104 0.056008289960091336 0.4580129578438922 1 1 1 1 1 1
9 81 -0.3354310410288766 -0.007211509762068157 0.035129341891188964 0.4535260116100183 1 1 1 1 1 1
10 90 -0.36915636951373537 -0.0038432279549612245 0.07129664721359075 0.4317638545734301 1 1 1 1 1 1
11 99 -0.32848942016632116 -0.03329507338544768 0.10909265181802653 0.4730335486259524 1 1 1 1 1 1
12 108 -0.42239560164440065 -0.18867431435487228 0.018657978793683343 0.5383851972163333 1 1 1 1 1 1
13 117 -0.3809638671839892 -0.01803971078601404 0.02678162272443767 0.5384543171709155 1 1 1 1 1 1
14 126 -0.3221317892575682 -0.022601356051868478 0.01790907037288441 0.45808772565690586 1 1 1 1 1 1
15 135 -0.3693189313498495 -0.020002869461304053 0.06008117975118411 0.4298930486035199 1 1 1 1 1 1
16 144 -0.3480489699145619 -0.05107033585110654 0.0016668496201052263 0.4317909409770813 1 1 1 1 1 1
17 153 -0.3448168358974035 -0.051866131823337394 0.006442583029452477 0.45702077920340656 1 1 1 1 1 1
18 162 -0.3247803195531694 -0.029951666825305215 0.04299337881891523 0.4071071847612611 1 1 1 1 1 1
19 171 -0.3515624013996498 -0.013408855547887037 0.006117048062949471 0.4466825891538161 1 1 1 1 1 1
20 180 -0.32370624431263173 -0.004132964043340534 0.09658187743900751 0.4370500591635454 1 1 1 1 1 1
21 189 -0.3569960968522205 -0.0014449380671579908 0.042882262003030365 0.4243753359352924 1 1 1 1 1 1
22 198 -0.3792317529940884 -0.023972376956956573 0.18965589302850078 0.47687307153840935 1 1 1 1 1 1
23 207 -0.39900389897785205 -0.0025970054284624915 0.019959152125252243 0.5585003985700062 1 1 1 1 1 1
24 216 -0.44983533975928036 -0.05377812042885317 0.019812818689666403 0.5266759475704758 1 1 1 1 1 1
25 225 -0.5264782374501445 -0.021821582570082952 0.16790680287140453 0.5155784495977807 1 1 1 1 1 1
26 234 -0.5561772071624126 -0.009558757119711167 0.14056811066628452 0.5063732068587238 1 1 1 1 1 1
27 243 -0.5385816801639495 -0.07441523115582008 0.0301401046035716 0.5417829673042593 1 1 1 1 1 1
28 252 -0.5672234947531816 -0.07719859712687768 0.04471903470842181 0.5396749766464509 1 1 1 1 1 1
29 261 -0.5790450201095465 -0.04306898393646749 0.07215494832036745 0.5421427381999118 1 1 1 1 1 1
30 270 -0.6010009194877821 -0.1423093524481829 0.0015801075972933544 0.526254523043223 1 1 1 1 1 1
31 279 -0.6131432594229126 -0.15831570449214707 0.04140252817557118 0.5401214743948226 1 1 1 1 1 1
32 288 -0.5895404884673076 -0.14276739422290602 0.011560130174724435 0.5172003561465983 1 1 1 1 1 1
