% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=402735, Wed Aug 24 00:30:58 2022, <python>{}</python>
1 9 1.0243636845613293 1.0000416675347343 -0.04441385316148114 -4.4413853161481137e-02 -0.034945336313779066 -0.0007313514659172682   
2 18 1.004141397408217 1.277225088025087 -0.04441385316148114 -4.3925985983146398e-02 -0.023709714385400704 -0.0060301619639683   
3 27 1.010606959362235 1.3134374886841125 -0.04528502947385371 -4.5285029473853711e-02 -0.03171271005152923 -0.00010862312350679026   
4 36 1.0052641923531718 1.3501710085878014 -0.04528502947385371 -4.4466751138706115e-02 -0.037770553449443675 -0.001206208684521315   
5 45 1.0123476992132918 1.5213180066839753 -0.04528502947385371 -4.4723247185364426e-02 -0.02417044436443469 -0.006372787618433767   
6 54 1.1517542225149973 1.6748536193299144 -0.04528502947385371 -4.5197788777704806e-02 -0.03498174413333882 -0.0001098791358117579   
7 63 0.9487705968154335 2.004520035363449 -0.04528502947385371 -4.2950925889725017e-02 -0.03179343785268465 -0.0012272891951617126   
8 72 0.9726776365362607 2.103440558299544 -0.04528502947385371 -4.5054993315431474e-02 -0.023175189726056394 -0.0016778415461546348   
9 81 1.0153153183190664 2.139140497704491 -0.04528502947385371 -4.5209352962206600e-02 -0.035018305802355876 -0.00010970978907989815   
10 90 1.0361986687584068 2.20240206775017 -0.04528502947385371 -4.2871634839601672e-02 -0.02405097831521058 -0.0015821185483987643   
11 99 1.0337369656128514 2.1664722439088786 -0.04528502947385371 -4.5152968575885383e-02 -0.027770963376380714 -0.00010929793022210199   
12 108 1.1378455132075678 2.270556406921699 -0.045287816853323434 -4.5287816853323434e-02 -0.03780318695070642 -0.0007339780338029289   
13 117 1.17879022750546 2.672874932839441 -0.045287816853323434 -4.4102155347961691e-02 -0.02439340462449935 -0.006789927692029685   
14 126 1.3723676888615368 2.572162178880926 -0.045287816853323434 -4.5282738745472825e-02 -0.03160845855117432 -0.00011020584473170336   
15 135 1.3382671254248024 2.5889370873273583 -0.045287816853323434 -4.4474653402725495e-02 -0.03778914799129285 -0.0007917186953323441   
16 144 1.3363681179924605 2.7052336309076934 -0.045287816853323434 -4.4635923844651620e-02 -0.023720234859808814 -0.005956997979002704   
17 153 1.3122098850742592 2.745061690762225 -0.045287816853323434 -4.5267475977406102e-02 -0.03158053577259874 -0.00010731186649096114   
18 162 1.1276738952235528 2.9297482337899847 -0.045287816853323434 -4.1540148244067848e-02 -0.03182556490583953 -0.001223945373514168   
19 171 0.9758119377769863 2.98505883722354 -0.045287816853323434 -4.4747759026400810e-02 -0.023540931597055226 -0.0022490506157046564   
20 180 0.9704547808152024 3.0790803116766443 -0.04529797672121773 -4.5297976721217728e-02 -0.03502617122767805 -0.00011135238697487782   
21 189 0.9723339293283874 3.137559309716321 -0.04529797672121773 -4.2873933455232494e-02 -0.03171270190567882 -0.00155132227682106   
22 198 1.0173503751975101 3.0389178959934755 -0.04529797672121773 -4.5081722266487642e-02 -0.02805336416401423 -0.001777073236719301   
23 207 1.0791996083057744 3.1844360914328043 -0.04529797672121773 -4.5262483358271002e-02 -0.03817691926120337 -0.00011206831173182774   
24 216 0.9732517707481191 3.580136941867028 -0.04529797672121773 -4.3938249651772857e-02 -0.023997717118512202 -0.0015555398458780012   
25 225 0.9564751238878447 3.678166912915444 -0.04529797672121773 -4.5269242863457695e-02 -0.027950553852350055 -0.00010894308535541741   
26 234 0.8633422083669278 3.744212566183205 -0.04529797672121773 -4.4378000326177461e-02 -0.035393512768372354 -0.0007408057036940308   
27 243 0.8347576819987823 3.803945018989725 -0.04529797672121773 -4.4106621467640134e-02 -0.02370041246111393 -0.006006214046012787   
28 252 0.8156213190428144 3.8355001090429752 -0.04529797672121773 -4.5253774562897434e-02 -0.03148915429734521 -0.00010854726423542571   
29 261 0.7542929695052165 3.7808650026133552 -0.04529797672121773 -4.4499894734525536e-02 -0.03806495487264415 -0.0012385450147715527   
30 270 0.6862355761693387 4.197228228526706 -0.04529797672121773 -4.4637188457997731e-02 -0.0240930027007088 -0.006614043554404092   
31 279 0.6427559271121664 4.384782213617771 -0.04529797672121773 -4.5252092035352340e-02 -0.034919883212058675 -0.00011037460542684396   
32 288 0.6952166960772305 4.3904698622400895 -0.04529797672121773 -4.2933842805128380e-02 -0.031825522682757526 -0.001228022053416683   
33 297 0.7099635975794726 4.250199061866114 -0.04529797672121773 -4.5082865151160695e-02 -0.023668104673052 -0.0016752632169162451   
34 306 0.707862406427656 4.506648805928911 -0.04529797672121773 -4.5281031314151121e-02 -0.03510387446157513 -0.0001088062523338651   
35 315 0.771273107467837 4.480286024719722 -0.04529797672121773 -4.2916803644570567e-02 -0.024247731854643795 -0.0015562731068733404   
36 324 0.9026675656810367 5.334756418598722 -0.04529797672121773 -4.5065806573788905e-02 -0.027857247079839303 -0.00010936368793276752   
37 333 0.9892268359698306 6.068850557642007 -0.04529797672121773 -4.5294294943883637e-02 -0.03772581530704834 -0.000728508175272452   
38 342 1.0990517453446125 6.1394345383046804 -0.04529797672121773 -4.4082954870133736e-02 -0.02421622537492618 -0.006855643177031551   
39 351 1.0594733817611657 6.283796174562195 -0.04529797672121773 -4.5254583750947167e-02 -0.03170117073231615 -0.00011931557528360726   
40 360 0.9296302720260621 5.829442410644551 -0.04529797672121773 -4.4505693438956176e-02 -0.03777263388130257 -0.0007296364027210289   
41 369 0.9790266889232904 6.215661129533384 -0.04529797672121773 -4.4719981922223026e-02 -0.02332943021713521 -0.006138453409562705   
42 378 1.0348275270295377 6.23307694112803 -0.04529797672121773 -4.5254148001469513e-02 -0.03160548037686314 -0.00013133425665401433   
43 387 0.9449284844795901 5.7648826498121055 -0.04529797672121773 -4.1434558864381146e-02 -0.0316601812584488 -0.0012207105512075656   
44 396 0.9865700766704076 6.523518095287848 -0.04529797672121773 -4.4641929430472668e-02 -0.023764735376764934 -0.002443884873467278   
45 405 1.031172808616508 7.091071817474567 -0.045304251764513234 -4.5304251764513234e-02 -0.03496573941452902 -0.00013229396457900555   
46 414 0.9602352759471882 7.3994989211369795 -0.045304251764513234 -4.2935858373520056e-02 -0.031928827582815095 -0.0015537222374121251   
47 423 1.0091922231069888 7.033165113778111 -0.045304251764513234 -4.5086206230812415e-02 -0.02798893052059881 -0.0019939599379197037   
48 432 1.1154899257736202 7.0227325458603636 -0.045304251764513234 -4.5255069809634688e-02 -0.037718753174123126 -0.00010419402751968287   
49 441 1.0535383800469578 7.023535700013665 -0.045304251764513234 -4.3901563399790122e-02 -0.02422940204612764 -0.0015499192648932847   
50 450 1.1275987189141128 6.817142752205997 -0.04530934391584231 -4.5309343915842307e-02 -0.02779417174190095 -0.00010717603762841477   
51 459 1.1198069542340008 6.623683874878897 -0.04530934391584231 -4.4390109233693270e-02 -0.03509819923072238 -0.0007328056357622514   
